Epoch 0: TrainLoss=1.433726e+02, Pen=3.823598e-01, EvalMSE=1.275228e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.191630e+01, Pen=1.674278e-08, EvalMSE=2.279938e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=2.149698e+01, Pen=5.703465e-09, EvalMSE=2.185554e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=2.112570e+01, Pen=2.034061e-09, EvalMSE=2.096524e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=2.079255e+01, Pen=7.714153e-10, EvalMSE=2.015306e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=2.049084e+01, Pen=3.370026e-10, EvalMSE=1.944078e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=2.019736e+01, Pen=3.326342e-10, EvalMSE=1.887955e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.992776e+01, Pen=2.135537e-10, EvalMSE=1.823454e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.967826e+01, Pen=1.384579e-10, EvalMSE=1.762398e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.942360e+01, Pen=5.059448e-11, EvalMSE=1.702657e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.919000e+01, Pen=3.374753e-11, EvalMSE=1.634911e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.897702e+01, Pen=2.321184e-11, EvalMSE=1.574477e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=1.878194e+01, Pen=1.624306e-11, EvalMSE=1.519163e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=1.860235e+01, Pen=1.142494e-11, EvalMSE=1.468015e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=1.843613e+01, Pen=8.044111e-12, EvalMSE=1.420803e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 0: TrainLoss=1.327596e+02, Pen=9.473372e-01, EvalMSE=1.425523e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 100: TrainLoss=8.834833e+01, Pen=1.042997e-02, EvalMSE=3.089904e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 200: TrainLoss=8.082838e+01, Pen=7.892760e-03, EvalMSE=3.726854e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 300: TrainLoss=7.565691e+01, Pen=4.392175e-03, EvalMSE=3.286845e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 400: TrainLoss=7.064116e+01, Pen=3.250462e-03, EvalMSE=2.883501e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 500: TrainLoss=6.558392e+01, Pen=2.663354e-03, EvalMSE=2.609530e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 600: TrainLoss=5.984994e+01, Pen=2.531101e-03, EvalMSE=2.360813e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 700: TrainLoss=5.421207e+01, Pen=6.181634e-04, EvalMSE=1.803704e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 800: TrainLoss=4.852605e+01, Pen=1.719600e-04, EvalMSE=1.755792e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 900: TrainLoss=4.387192e+01, Pen=1.375696e-04, EvalMSE=1.975897e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=4.015107e+01, Pen=9.943333e-05, EvalMSE=2.247992e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=3.705003e+01, Pen=7.037274e-05, EvalMSE=2.537620e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.455961e+01, Pen=4.758754e-05, EvalMSE=2.681093e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=3.227931e+01, Pen=2.442491e-05, EvalMSE=2.843426e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.046555e+01, Pen=9.767656e-06, EvalMSE=2.925662e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.884075e+01, Pen=2.327309e-06, EvalMSE=2.878429e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.742827e+01, Pen=5.822005e-07, EvalMSE=2.777206e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.625613e+01, Pen=1.535667e-07, EvalMSE=2.693391e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.525605e+01, Pen=3.990783e-08, EvalMSE=2.592779e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.426135e+01, Pen=1.309054e-08, EvalMSE=2.467224e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.343244e+01, Pen=2.842000e-09, EvalMSE=2.346493e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.273104e+01, Pen=6.783221e-10, EvalMSE=2.235737e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=2.212030e+01, Pen=1.700793e-10, EvalMSE=2.137465e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=2.158457e+01, Pen=4.483474e-11, EvalMSE=2.048377e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=2.111209e+01, Pen=1.302090e-11, EvalMSE=1.966972e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=2.069311e+01, Pen=4.716104e-12, EvalMSE=1.891518e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=2.031926e+01, Pen=2.461586e-12, EvalMSE=1.820361e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.998317e+01, Pen=1.843203e-12, EvalMSE=1.752407e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.966752e+01, Pen=1.999740e-12, EvalMSE=1.687222e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.936182e+01, Pen=2.476192e-12, EvalMSE=1.615825e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.907366e+01, Pen=3.019092e-12, EvalMSE=1.544174e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.880487e+01, Pen=3.422392e-12, EvalMSE=1.471192e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=1.857491e+01, Pen=3.161388e-12, EvalMSE=1.418119e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=1.836765e+01, Pen=2.794493e-12, EvalMSE=1.370759e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=1.817789e+01, Pen=2.490685e-12, EvalMSE=1.325882e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 0: TrainLoss=1.371401e+02, Pen=4.500271e-01, EvalMSE=1.227336e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 100: TrainLoss=9.061943e+01, Pen=2.389210e-02, EvalMSE=4.579798e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 200: TrainLoss=8.348502e+01, Pen=2.961359e-02, EvalMSE=4.700702e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 300: TrainLoss=7.703783e+01, Pen=2.409116e-02, EvalMSE=4.129015e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 400: TrainLoss=6.968605e+01, Pen=2.102733e-02, EvalMSE=3.591749e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 500: TrainLoss=6.322635e+01, Pen=1.706570e-02, EvalMSE=3.052087e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 600: TrainLoss=5.781729e+01, Pen=1.477750e-02, EvalMSE=2.635535e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 700: TrainLoss=5.328193e+01, Pen=1.329727e-02, EvalMSE=2.345346e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 800: TrainLoss=4.881311e+01, Pen=3.093541e-03, EvalMSE=1.838022e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 900: TrainLoss=4.458583e+01, Pen=4.103587e-03, EvalMSE=2.184427e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=4.071619e+01, Pen=6.616379e-03, EvalMSE=2.353332e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=3.784562e+01, Pen=6.779255e-03, EvalMSE=2.180565e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.554312e+01, Pen=5.869238e-03, EvalMSE=2.084074e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=3.294753e+01, Pen=7.324285e-05, EvalMSE=2.856919e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.093567e+01, Pen=1.881706e-04, EvalMSE=2.947396e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.944534e+01, Pen=1.470932e-04, EvalMSE=2.997170e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.824585e+01, Pen=8.869996e-05, EvalMSE=3.013970e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.704867e+01, Pen=7.104876e-06, EvalMSE=3.046680e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.586131e+01, Pen=1.368724e-07, EvalMSE=3.000647e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.495880e+01, Pen=7.644725e-08, EvalMSE=2.858862e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.411823e+01, Pen=2.667806e-08, EvalMSE=2.711310e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.337172e+01, Pen=1.240565e-08, EvalMSE=2.545735e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=2.275237e+01, Pen=5.387973e-09, EvalMSE=2.382464e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=2.225947e+01, Pen=4.325815e-09, EvalMSE=2.237039e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=2.188986e+01, Pen=4.481205e-09, EvalMSE=2.102110e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=2.156810e+01, Pen=4.465235e-09, EvalMSE=1.994639e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=2.128165e+01, Pen=4.363792e-09, EvalMSE=1.903200e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=2.102349e+01, Pen=4.216596e-09, EvalMSE=1.822122e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=2.076683e+01, Pen=4.627998e-09, EvalMSE=1.736063e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=2.052225e+01, Pen=4.391469e-09, EvalMSE=1.637665e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=2.030081e+01, Pen=3.679380e-09, EvalMSE=1.543638e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=2.010377e+01, Pen=2.840994e-09, EvalMSE=1.497000e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=1.989541e+01, Pen=6.963282e-10, EvalMSE=1.469869e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=1.972722e+01, Pen=5.482600e-10, EvalMSE=1.425066e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=1.956886e+01, Pen=3.440991e-10, EvalMSE=1.387907e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 0: TrainLoss=1.540876e+02, Pen=1.164914e+00, EvalMSE=1.228986e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
