Epoch 0: TrainLoss=2.151860e+01, Pen=4.067088e-01, EvalMSE=1.297622e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.106175e-01, Pen=5.461437e-04, EvalMSE=2.068203e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.916921e-01, Pen=5.387227e-04, EvalMSE=1.818472e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.745717e-01, Pen=5.168395e-04, EvalMSE=1.622080e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.633286e-01, Pen=5.158064e-04, EvalMSE=1.496131e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.541921e-01, Pen=5.069111e-04, EvalMSE=1.411344e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.464453e-01, Pen=5.073564e-04, EvalMSE=1.364838e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.395327e-01, Pen=5.046675e-04, EvalMSE=1.347613e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.330353e-01, Pen=5.052059e-04, EvalMSE=1.341633e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.264556e-01, Pen=5.039001e-04, EvalMSE=1.336589e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.196527e-01, Pen=5.024850e-04, EvalMSE=1.328716e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.125866e-01, Pen=5.032999e-04, EvalMSE=1.325253e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.055424e-01, Pen=5.179303e-04, EvalMSE=1.336225e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=9.929712e-02, Pen=5.299660e-04, EvalMSE=1.354642e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=9.400689e-02, Pen=5.449041e-04, EvalMSE=1.369333e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=8.945805e-02, Pen=5.593101e-04, EvalMSE=1.382919e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 0: TrainLoss=2.296524e+01, Pen=1.265288e+00, EvalMSE=1.318258e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.538725e+01, Pen=2.655795e-01, EvalMSE=1.468000e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 200: TrainLoss=9.036153e+00, Pen=2.739764e-01, EvalMSE=1.047010e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 300: TrainLoss=4.467309e+00, Pen=2.188763e-01, EvalMSE=6.939903e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 400: TrainLoss=2.765723e+00, Pen=1.913153e-01, EvalMSE=6.249968e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 500: TrainLoss=2.027268e+00, Pen=1.691282e-01, EvalMSE=5.734970e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.571412e+00, Pen=1.498120e-01, EvalMSE=5.281725e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.278186e+00, Pen=1.397169e-01, EvalMSE=5.081027e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.064842e+00, Pen=1.270274e-01, EvalMSE=4.743870e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 900: TrainLoss=9.259098e-01, Pen=1.156814e-01, EvalMSE=4.412653e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=8.237090e-01, Pen=1.000432e-01, EvalMSE=3.950917e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=7.321988e-01, Pen=7.326449e-02, EvalMSE=3.347604e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=6.423563e-01, Pen=3.931274e-02, EvalMSE=2.776603e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=5.612054e-01, Pen=1.775028e-02, EvalMSE=2.612652e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.441809e-01, Pen=3.389526e-03, EvalMSE=2.053369e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.631746e-01, Pen=1.186598e-03, EvalMSE=1.793703e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.052357e-01, Pen=8.028792e-04, EvalMSE=1.439220e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.772178e-01, Pen=6.886785e-04, EvalMSE=1.353664e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.593624e-01, Pen=6.218388e-04, EvalMSE=1.360817e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.460223e-01, Pen=5.898277e-04, EvalMSE=1.380012e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.358492e-01, Pen=5.722058e-04, EvalMSE=1.385303e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.270516e-01, Pen=5.678377e-04, EvalMSE=1.393377e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.200458e-01, Pen=5.740174e-04, EvalMSE=1.398362e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.142011e-01, Pen=5.711403e-04, EvalMSE=1.396162e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.085418e-01, Pen=5.733743e-04, EvalMSE=1.377051e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.033401e-01, Pen=5.669504e-04, EvalMSE=1.358932e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=9.860945e-02, Pen=5.549439e-04, EvalMSE=1.342871e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=9.417514e-02, Pen=5.611858e-04, EvalMSE=1.327868e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=9.014679e-02, Pen=5.616201e-04, EvalMSE=1.317610e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=8.637969e-02, Pen=5.662601e-04, EvalMSE=1.312261e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=8.309740e-02, Pen=5.780775e-04, EvalMSE=1.306437e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=8.012009e-02, Pen=5.779493e-04, EvalMSE=1.306245e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=7.759020e-02, Pen=5.865153e-04, EvalMSE=1.304693e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=7.530494e-02, Pen=5.908898e-04, EvalMSE=1.306482e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=7.344441e-02, Pen=6.032941e-04, EvalMSE=1.308171e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 0: TrainLoss=2.497719e+01, Pen=1.092878e+00, EvalMSE=1.280825e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.725304e+01, Pen=1.313671e-01, EvalMSE=1.527888e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 200: TrainLoss=8.271773e+00, Pen=3.572794e-01, EvalMSE=1.098671e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 300: TrainLoss=3.316257e+00, Pen=3.316341e-02, EvalMSE=5.234984e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.824053e+00, Pen=6.984734e-03, EvalMSE=4.442074e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.200867e+00, Pen=6.658347e-03, EvalMSE=3.518252e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 600: TrainLoss=8.980023e-01, Pen=5.900322e-03, EvalMSE=3.081291e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 700: TrainLoss=7.110876e-01, Pen=4.787472e-03, EvalMSE=2.807029e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 800: TrainLoss=5.936464e-01, Pen=4.220882e-03, EvalMSE=2.630526e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 900: TrainLoss=5.157140e-01, Pen=2.605726e-03, EvalMSE=2.489163e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=4.485287e-01, Pen=1.657778e-03, EvalMSE=2.408328e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=4.085609e-01, Pen=1.531694e-03, EvalMSE=2.351508e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.733331e-01, Pen=1.327038e-03, EvalMSE=2.265431e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=3.404658e-01, Pen=1.040885e-03, EvalMSE=2.164158e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.111815e-01, Pen=8.354468e-04, EvalMSE=2.068503e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.865426e-01, Pen=7.630453e-04, EvalMSE=2.008513e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.660982e-01, Pen=7.192289e-04, EvalMSE=1.969701e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.488462e-01, Pen=6.845255e-04, EvalMSE=1.933570e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.331667e-01, Pen=6.578151e-04, EvalMSE=1.885144e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.177330e-01, Pen=6.368930e-04, EvalMSE=1.817416e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.023281e-01, Pen=6.269332e-04, EvalMSE=1.728766e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.865639e-01, Pen=6.388215e-04, EvalMSE=1.649255e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.736155e-01, Pen=6.575554e-04, EvalMSE=1.608527e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.624259e-01, Pen=6.704459e-04, EvalMSE=1.572571e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.528155e-01, Pen=7.100101e-04, EvalMSE=1.545606e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.441997e-01, Pen=7.465336e-04, EvalMSE=1.528957e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.362850e-01, Pen=7.869713e-04, EvalMSE=1.517743e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.288853e-01, Pen=8.287902e-04, EvalMSE=1.507716e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.218728e-01, Pen=8.744250e-04, EvalMSE=1.493170e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.150416e-01, Pen=9.099747e-04, EvalMSE=1.483837e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.086967e-01, Pen=9.346184e-04, EvalMSE=1.479284e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.030555e-01, Pen=9.533973e-04, EvalMSE=1.486660e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=9.842802e-02, Pen=9.894028e-04, EvalMSE=1.488422e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=9.347425e-02, Pen=9.846820e-04, EvalMSE=1.503714e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=8.914080e-02, Pen=9.943474e-04, EvalMSE=1.504754e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 0: TrainLoss=3.073888e+01, Pen=1.241475e+00, EvalMSE=1.284782e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 100: TrainLoss=2.043142e+01, Pen=2.359987e-01, EvalMSE=1.469296e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.045255e+01, Pen=2.145796e-01, EvalMSE=9.143270e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 300: TrainLoss=4.585753e+00, Pen=1.780651e-01, EvalMSE=6.463144e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 400: TrainLoss=2.362582e+00, Pen=1.327642e-01, EvalMSE=5.186562e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.367233e+00, Pen=1.174773e-01, EvalMSE=5.119738e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.041912e+00, Pen=1.137199e-01, EvalMSE=5.075203e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 700: TrainLoss=8.982149e-01, Pen=1.069564e-01, EvalMSE=4.838584e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 800: TrainLoss=8.000993e-01, Pen=9.758751e-02, EvalMSE=4.309238e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 900: TrainLoss=7.223138e-01, Pen=7.490276e-02, EvalMSE=3.726154e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=6.344379e-01, Pen=3.816674e-02, EvalMSE=3.139869e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=4.976945e-01, Pen=5.217699e-03, EvalMSE=2.737686e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=4.457121e-01, Pen=3.644117e-03, EvalMSE=2.470277e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=3.724493e-01, Pen=2.192255e-03, EvalMSE=2.198887e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.913187e-01, Pen=1.351571e-03, EvalMSE=1.934522e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.555741e-01, Pen=1.008911e-03, EvalMSE=1.837182e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.313361e-01, Pen=8.897680e-04, EvalMSE=1.730538e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.117382e-01, Pen=8.141940e-04, EvalMSE=1.610502e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.946192e-01, Pen=7.641409e-04, EvalMSE=1.489002e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.795471e-01, Pen=7.262135e-04, EvalMSE=1.405417e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.677686e-01, Pen=6.920883e-04, EvalMSE=1.386301e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.586954e-01, Pen=6.666590e-04, EvalMSE=1.386566e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.511754e-01, Pen=6.572796e-04, EvalMSE=1.385035e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.444172e-01, Pen=6.564002e-04, EvalMSE=1.379722e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.379444e-01, Pen=6.592338e-04, EvalMSE=1.364826e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.315793e-01, Pen=6.664113e-04, EvalMSE=1.336293e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.253963e-01, Pen=6.685371e-04, EvalMSE=1.303621e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.196006e-01, Pen=6.690503e-04, EvalMSE=1.272861e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.142907e-01, Pen=6.653985e-04, EvalMSE=1.249999e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.093708e-01, Pen=6.582887e-04, EvalMSE=1.235010e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.047706e-01, Pen=6.470819e-04, EvalMSE=1.224888e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.002774e-01, Pen=6.485097e-04, EvalMSE=1.216792e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=9.602910e-02, Pen=6.468830e-04, EvalMSE=1.210840e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=9.204026e-02, Pen=6.472634e-04, EvalMSE=1.206607e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=8.834703e-02, Pen=6.507731e-04, EvalMSE=1.203550e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 0: TrainLoss=2.269674e+01, Pen=7.344586e-01, EvalMSE=1.296948e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.450649e+01, Pen=2.356513e-01, EvalMSE=1.382756e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 200: TrainLoss=7.457015e+00, Pen=2.086079e-01, EvalMSE=8.726868e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 300: TrainLoss=3.451350e+00, Pen=1.422136e-01, EvalMSE=5.765891e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.775540e+00, Pen=1.112233e-01, EvalMSE=5.225589e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.180826e+00, Pen=7.433858e-02, EvalMSE=4.752974e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 600: TrainLoss=8.874313e-01, Pen=3.276940e-02, EvalMSE=4.007004e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 700: TrainLoss=6.929818e-01, Pen=9.202391e-03, EvalMSE=3.677038e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 800: TrainLoss=5.027375e-01, Pen=1.622722e-03, EvalMSE=3.075726e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 900: TrainLoss=4.160397e-01, Pen=1.088302e-03, EvalMSE=2.578580e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=3.674879e-01, Pen=1.022134e-03, EvalMSE=2.378931e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=3.287920e-01, Pen=9.723212e-04, EvalMSE=2.338995e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.026823e-01, Pen=9.512369e-04, EvalMSE=2.289854e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.848439e-01, Pen=9.272405e-04, EvalMSE=2.266074e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.687778e-01, Pen=9.497147e-04, EvalMSE=2.220875e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.505833e-01, Pen=9.758677e-04, EvalMSE=2.150222e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.321827e-01, Pen=9.355655e-04, EvalMSE=2.047414e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.171969e-01, Pen=9.273714e-04, EvalMSE=1.925347e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.031827e-01, Pen=9.174306e-04, EvalMSE=1.793086e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.900321e-01, Pen=9.138964e-04, EvalMSE=1.677443e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.776794e-01, Pen=9.113806e-04, EvalMSE=1.578826e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.661422e-01, Pen=8.973364e-04, EvalMSE=1.497698e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.564817e-01, Pen=8.853088e-04, EvalMSE=1.440265e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.484323e-01, Pen=8.822914e-04, EvalMSE=1.394089e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.418946e-01, Pen=8.933988e-04, EvalMSE=1.352941e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.354570e-01, Pen=8.708759e-04, EvalMSE=1.325628e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.301557e-01, Pen=8.655446e-04, EvalMSE=1.300874e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.254116e-01, Pen=8.494495e-04, EvalMSE=1.281715e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.208315e-01, Pen=8.521459e-04, EvalMSE=1.262578e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.165753e-01, Pen=8.457142e-04, EvalMSE=1.247730e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.125111e-01, Pen=8.346227e-04, EvalMSE=1.235626e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.086112e-01, Pen=8.256674e-04, EvalMSE=1.225780e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=1.048017e-01, Pen=8.190998e-04, EvalMSE=1.217609e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=1.010077e-01, Pen=8.234588e-04, EvalMSE=1.209289e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=9.658733e-02, Pen=8.039731e-04, EvalMSE=1.207069e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 0: TrainLoss=3.198650e+01, Pen=1.670267e+00, EvalMSE=1.283059e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
